        Pcore(1)        Pcore(2)        Pcore(3)        Pcore(4)        Pcore(5)        Pcore(6)        Pcore(7)        Pcore(8)
     1.4942529     2.9885057     4.4827586     5.9770115     5.9770115     4.4827586     2.9885057     1.4942529
        Vcore(1)        Vcore(2)        Vcore(3)        Vcore(4)        Vcore(5)        Vcore(6)        Vcore(7)        Vcore(8)
             0             0             0             0             0             0             0             0
     14.995792     15.070505     15.145217      15.21993      15.21993     15.145217     15.070505     14.995792
     15.013291     15.088004     15.162717     15.237429     15.237429     15.162717     15.088004     15.013291
     15.030671     15.105384     15.180097     15.254809     15.254809     15.180097     15.105384     15.030671
     15.047933     15.122645     15.197358     15.272071     15.272071     15.197358     15.122645     15.047933
     15.065076     15.139789     15.214502     15.289214     15.289214     15.214502     15.139789     15.065076
     15.082103     15.156816     15.231528     15.306241     15.306241     15.231528     15.156816     15.082103
     15.099014     15.173726     15.248439     15.323151     15.323151     15.248439     15.173726     15.099014
     15.115809     15.190521     15.265234     15.339947     15.339947     15.265234     15.190521     15.115809
     15.132489     15.207202     15.281914     15.356627     15.356627     15.281914     15.207202     15.132489
     15.149056     15.223768     15.298481     15.373194     15.373194     15.298481     15.223768     15.149056
     15.165509     15.240222     15.314935     15.389647     15.389647     15.314935     15.240222     15.165509
     15.181851     15.256563     15.331276     15.405989     15.405989     15.331276     15.256563     15.181851
     15.198081     15.272793     15.347506     15.422219     15.422219     15.347506     15.272793     15.198081
       15.2142     15.288912     15.363625     15.438338     15.438338     15.363625     15.288912       15.2142
     15.230209     15.304922     15.379634     15.454347     15.454347     15.379634     15.304922     15.230209
     15.246109     15.320821     15.395534     15.470247     15.470247     15.395534     15.320821     15.246109
       15.2619     15.336613     15.411326     15.486038     15.486038     15.411326     15.336613       15.2619
     15.277584     15.352297     15.427009     15.501722     15.501722     15.427009     15.352297     15.277584
     15.293161     15.367873     15.442586     15.517298     15.517298     15.442586     15.367873     15.293161
     15.308631     15.383344     15.458056     15.532769     15.532769     15.458056     15.383344     15.308631
     15.323996     15.398708     15.473421     15.548134     15.548134     15.473421     15.398708     15.323996
     15.339256     15.413968     15.488681     15.563394     15.563394     15.488681     15.413968     15.339256
     15.354412     15.429124     15.503837      15.57855      15.57855     15.503837     15.429124     15.354412
     15.369464     15.444177     15.518889     15.593602     15.593602     15.518889     15.444177     15.369464
     15.384414     15.459126     15.533839     15.608552     15.608552     15.533839     15.459126     15.384414
     15.399261     15.473974     15.548687     15.623399     15.623399     15.548687     15.473974     15.399261
     15.414008     15.488721     15.563433     15.638146     15.638146     15.563433     15.488721     15.414008
     15.428654     15.503366     15.578079     15.652792     15.652792     15.578079     15.503366     15.428654
       15.4432     15.517912     15.592625     15.667337     15.667337     15.592625     15.517912       15.4432
     15.457646     15.532359     15.607071     15.681784     15.681784     15.607071     15.532359     15.457646
     15.471994     15.546707      15.62142     15.696132     15.696132      15.62142     15.546707     15.471994
     15.486244     15.560957      15.63567     15.710382     15.710382      15.63567     15.560957     15.486244
     15.500397      15.57511     15.649823     15.724535     15.724535     15.649823      15.57511     15.500397
     15.514454     15.589166     15.663879     15.738592     15.738592     15.663879     15.589166     15.514454
     15.528414     15.603127     15.677839     15.752552     15.752552     15.677839     15.603127     15.528414
     15.542279     15.616992     15.691704     15.766417     15.766417     15.691704     15.616992     15.542279
      15.55605     15.630762     15.705475     15.780188     15.780188     15.705475     15.630762      15.55605
     15.569726     15.644439     15.719152     15.793864     15.793864     15.719152     15.644439     15.569726
      15.58331     15.658022     15.732735     15.807448     15.807448     15.732735     15.658022      15.58331
       15.5968     15.671513     15.746226     15.820938     15.820938     15.746226     15.671513       15.5968
     15.610199     15.684911     15.759624     15.834337     15.834337     15.759624     15.684911     15.610199
     15.623506     15.698219     15.772931     15.847644     15.847644     15.772931     15.698219     15.623506
     15.636722     15.711435     15.786148      15.86086      15.86086     15.786148     15.711435     15.636722
     15.649848     15.724561     15.799274     15.873986     15.873986     15.799274     15.724561     15.649848
     15.662885     15.737598      15.81231     15.887023     15.887023      15.81231     15.737598     15.662885
     15.675833     15.750545     15.825258     15.899971     15.899971     15.825258     15.750545     15.675833
     15.688692     15.763405     15.838117      15.91283      15.91283     15.838117     15.763405     15.688692
     15.701464     15.776176     15.850889     15.925602     15.925602     15.850889     15.776176     15.701464
     15.714148     15.788861     15.863573     15.938286     15.938286     15.863573     15.788861     15.714148
     15.726746     15.801458     15.876171     15.950884     15.950884     15.876171     15.801458     15.726746
     15.739258      15.81397     15.888683     15.963396     15.963396     15.888683      15.81397     15.739258
     15.751684     15.826397      15.90111     15.975822     15.975822      15.90111     15.826397     15.751684
     15.764026     15.838739     15.913451     15.988164     15.988164     15.913451     15.838739     15.764026
     15.776284     15.850996     15.925709     16.000422     16.000422     15.925709     15.850996     15.776284
     15.788457      15.86317     15.937883     16.012595     16.012595     15.937883      15.86317     15.788457
     15.800548     15.875261     15.949974     16.024686     16.024686     15.949974     15.875261     15.800548
     15.812557     15.887269     15.961982     16.036695     16.036695     15.961982     15.887269     15.812557
     15.824483     15.899196     15.973908     16.048621     16.048621     15.973908     15.899196     15.824483
     15.836328     15.911041     15.985753     16.060466     16.060466     15.985753     15.911041     15.836328
     15.848092     15.922805     15.997518      16.07223      16.07223     15.997518     15.922805     15.848092
     15.859776     15.934489     16.009201     16.083914     16.083914     16.009201     15.934489     15.859776
      15.87138     15.946093     16.020806     16.095518     16.095518     16.020806     15.946093      15.87138
     15.882905     15.957618     16.032331     16.107043     16.107043     16.032331     15.957618     15.882905
     15.894352     15.969064     16.043777      16.11849      16.11849     16.043777     15.969064     15.894352
      15.90572     15.980433     16.055145     16.129858     16.129858     16.055145     15.980433      15.90572
     15.917011     15.991723     16.066436     16.141149     16.141149     16.066436     15.991723     15.917011
     15.928224     16.002937      16.07765     16.152362     16.152362      16.07765     16.002937     15.928224
     15.939362     16.014074     16.088787       16.1635       16.1635     16.088787     16.014074     15.939362
     15.950423     16.025135     16.099848     16.174561     16.174561     16.099848     16.025135     15.950423
     15.961409     16.036121     16.110834     16.185546     16.185546     16.110834     16.036121     15.961409
     15.972319     16.047032     16.121745     16.196457     16.196457     16.121745     16.047032     15.972319
     15.983156     16.057868     16.132581     16.207293     16.207293     16.132581     16.057868     15.983156
     15.993918     16.068631     16.143343     16.218056     16.218056     16.143343     16.068631     15.993918
     16.004607     16.079319     16.154032     16.228745     16.228745     16.154032     16.079319     16.004607
     16.015223     16.089935     16.164648     16.239361     16.239361     16.164648     16.089935     16.015223
     16.025766     16.100479     16.175192     16.249904     16.249904     16.175192     16.100479     16.025766
     16.036238     16.110951     16.185663     16.260376     16.260376     16.185663     16.110951     16.036238
     16.046638     16.121351     16.196063     16.270776     16.270776     16.196063     16.121351     16.046638
     16.056967      16.13168     16.206393     16.281105     16.281105     16.206393      16.13168     16.056967
     16.067226     16.141939     16.216651     16.291364     16.291364     16.216651     16.141939     16.067226
     16.077415     16.152127      16.22684     16.301553     16.301553      16.22684     16.152127     16.077415
     16.087534     16.162247     16.236959     16.311672     16.311672     16.236959     16.162247     16.087534
     16.097584     16.172297     16.247009     16.321722     16.321722     16.247009     16.172297     16.097584
     16.107566     16.182278     16.256991     16.331704     16.331704     16.256991     16.182278     16.107566
     16.117479     16.192192     16.266904     16.341617     16.341617     16.266904     16.192192     16.117479
     16.127325     16.202038      16.27675     16.351463     16.351463      16.27675     16.202038     16.127325
     16.137104     16.211816     16.286529     16.361242     16.361242     16.286529     16.211816     16.137104
     16.146816     16.221528     16.296241     16.370954     16.370954     16.296241     16.221528     16.146816
     16.156461     16.231174     16.305887     16.380599     16.380599     16.305887     16.231174     16.156461
     16.166041     16.240754     16.315466     16.390179     16.390179     16.315466     16.240754     16.166041
     16.175556     16.250268     16.324981     16.399694     16.399694     16.324981     16.250268     16.175556
     16.185005     16.259718      16.33443     16.409143     16.409143      16.33443     16.259718     16.185005
      16.19439     16.269103     16.343816     16.418528     16.418528     16.343816     16.269103      16.19439
     16.203711     16.278424     16.353137     16.427849     16.427849     16.353137     16.278424     16.203711
     16.212969     16.287681     16.362394     16.437107     16.437107     16.362394     16.287681     16.212969
     16.222163     16.296876     16.371588     16.446301     16.446301     16.371588     16.296876     16.222163
     16.231295     16.306007      16.38072     16.455432     16.455432      16.38072     16.306007     16.231295
     16.240364     16.315076     16.389789     16.464502     16.464502     16.389789     16.315076     16.240364
     16.249371     16.324084     16.398796     16.473509     16.473509     16.398796     16.324084     16.249371
     16.258317      16.33303     16.407742     16.482455     16.482455     16.407742      16.33303     16.258317
     16.267202     16.341915     16.416627      16.49134      16.49134     16.416627     16.341915     16.267202
     16.276026     16.350739     16.425451     16.500164     16.500164     16.425451     16.350739     16.276026
      16.28479     16.359503     16.434215     16.508928     16.508928     16.434215     16.359503      16.28479
     16.293494     16.368207      16.44292     16.517632     16.517632      16.44292     16.368207     16.293494
     16.302139     16.376852     16.451565     16.526277     16.526277     16.451565     16.376852     16.302139
     16.310725     16.385438      16.46015     16.534863     16.534863      16.46015     16.385438     16.310725
     16.319252     16.393965     16.468678      16.54339      16.54339     16.468678     16.393965     16.319252
     16.327721     16.402434     16.477147     16.551859     16.551859     16.477147     16.402434     16.327721
     16.336133     16.410845     16.485558     16.560271     16.560271     16.485558     16.410845     16.336133
     16.344487     16.419199     16.493912     16.568625     16.568625     16.493912     16.419199     16.344487
     16.352784     16.427496     16.502209     16.576921     16.576921     16.502209     16.427496     16.352784
     16.361024     16.435736     16.510449     16.585162     16.585162     16.510449     16.435736     16.361024
     16.369208      16.44392     16.518633     16.593346     16.593346     16.518633      16.44392     16.369208
     16.377336     16.452049     16.526761     16.601474     16.601474     16.526761     16.452049     16.377336
