        Pcore(1)        Pcore(2)        Pcore(3)        Pcore(4)
     83.802221     57.491168     50.913969     50.913969
     83.802222     57.491168     50.913969     50.913969
     83.802222     57.491169      50.91397      50.91397
     83.802223     57.491169     50.913971     50.913971
     83.802223      57.49117     50.913971     50.913971
     83.802224     57.491171     50.913972     50.913972
     83.802225     57.491171     50.913972     50.913972
     83.802225     57.491172     50.913973     50.913973
     83.802226     57.491172     50.913974     50.913974
     83.802227     57.491173     50.913974     50.913974
     83.802227     57.491174     50.913975     50.913975
     83.802228     57.491174     50.913975     50.913975
     83.802228     57.491175     50.913976     50.913976
     83.802229     57.491175     50.913977     50.913977
      83.80223     57.491176     50.913977     50.913977
      83.80223     57.491177     50.913978     50.913978
     83.802231     57.491177     50.913978     50.913978
     83.802231     57.491178     50.913979     50.913979
     83.802232     57.491178      50.91398      50.91398
     83.802233     57.491179      50.91398      50.91398
     83.802233      57.49118     50.913981     50.913981
     83.802234      57.49118     50.913981     50.913981
     83.802234     57.491181     50.913982     50.913982
     83.802235     57.491181     50.913983     50.913983
     83.802236     57.491182     50.913983     50.913983
     83.802236     57.491183     50.913984     50.913984
     83.802237     57.491183     50.913984     50.913984
     83.802237     57.491184     50.913985     50.913985
     83.802238     57.491184     50.913986     50.913986
     83.802239     57.491185     50.913986     50.913986
     83.802239     57.491186     50.913987     50.913987
      83.80224     57.491186     50.913987     50.913987
      83.80224     57.491187     50.913988     50.913988
     83.802241     57.491187     50.913989     50.913989
     83.802242     57.491188     50.913989     50.913989
     83.802242     57.491189      50.91399      50.91399
     83.802243     57.491189      50.91399      50.91399
     83.802243      57.49119     50.913991     50.913991
     83.802244      57.49119     50.913991     50.913991
     83.802245     57.491191     50.913992     50.913992
     83.802245     57.491192     50.913993     50.913993
     83.802246     57.491192     50.913993     50.913993
     83.802246     57.491193     50.913994     50.913994
     83.802247     57.491193     50.913994     50.913994
     83.802248     57.491194     50.913995     50.913995
     83.802248     57.491194     50.913996     50.913996
     83.802249     57.491195     50.913996     50.913996
     83.802249     57.491196     50.913997     50.913997
      83.80225     57.491196     50.913997     50.913997
     83.802251     57.491197     50.913998     50.913998
     83.802251     57.491197     50.913999     50.913999
     83.802252     57.491198     50.913999     50.913999
     83.802252     57.491199        50.914        50.914
     83.802253     57.491199        50.914        50.914
     83.802254       57.4912     50.914001     50.914001
     83.802254       57.4912     50.914001     50.914001
     83.802255     57.491201     50.914002     50.914002
     83.802255     57.491202     50.914003     50.914003
     83.802256     57.491202     50.914003     50.914003
     83.802257     57.491203     50.914004     50.914004
     83.802257     57.491203     50.914004     50.914004
     83.802258     57.491204     50.914005     50.914005
     83.802258     57.491204     50.914005     50.914005
     83.802259     57.491205     50.914006     50.914006
     83.802259     57.491206     50.914007     50.914007
      83.80226     57.491206     50.914007     50.914007
     83.802261     57.491207     50.914008     50.914008
     83.802261     57.491207     50.914008     50.914008
     83.802262     57.491208     50.914009     50.914009
     83.802262     57.491208      50.91401      50.91401
     83.802263     57.491209      50.91401      50.91401
     83.802264      57.49121     50.914011     50.914011
     83.802264      57.49121     50.914011     50.914011
     83.802265     57.491211     50.914012     50.914012
     83.802265     57.491211     50.914012     50.914012
     83.802266     57.491212     50.914013     50.914013
     83.802266     57.491212     50.914014     50.914014
     83.802267     57.491213     50.914014     50.914014
     83.802268     57.491214     50.914015     50.914015
     83.802268     57.491214     50.914015     50.914015
     83.802269     57.491215     50.914016     50.914016
     83.802269     57.491215     50.914016     50.914016
      83.80227     57.491216     50.914017     50.914017
     83.802271     57.491216     50.914018     50.914018
     83.802271     57.491217     50.914018     50.914018
     83.802272     57.491218     50.914019     50.914019
     83.802272     57.491218     50.914019     50.914019
     83.802273     57.491219      50.91402      50.91402
     83.802273     57.491219      50.91402      50.91402
     83.802274      57.49122     50.914021     50.914021
     83.802275      57.49122     50.914021     50.914021
     83.802275     57.491221     50.914022     50.914022
     83.802276     57.491222     50.914023     50.914023
     83.802276     57.491222     50.914023     50.914023
     83.802277     57.491223     50.914024     50.914024
     83.802277     57.491223     50.914024     50.914024
     83.802278     57.491224     50.914025     50.914025
     83.802279     57.491224     50.914025     50.914025
     83.802279     57.491225     50.914026     50.914026
      83.80228     57.491226     50.914027     50.914027
      83.80228     57.491226     50.914027     50.914027
     83.802281     57.491227     50.914028     50.914028
     83.802281     57.491227     50.914028     50.914028
     83.802282     57.491228     50.914029     50.914029
     83.802283     57.491228     50.914029     50.914029
     83.802283     57.491229      50.91403      50.91403
     83.802284     57.491229      50.91403      50.91403
     83.802284      57.49123     50.914031     50.914031
     83.802285     57.491231     50.914032     50.914032
     83.802285     57.491231     50.914032     50.914032
     83.802286     57.491232     50.914033     50.914033
     83.802286     57.491232     50.914033     50.914033
     83.802287     57.491233     50.914034     50.914034
     83.802288     57.491233     50.914034     50.914034
     83.802288     57.491234     50.914035     50.914035
     83.802289     57.491234     50.914035     50.914035
     83.802289     57.491235     50.914036     50.914036
      83.80229     57.491236     50.914037     50.914037
      83.80229     57.491236     50.914037     50.914037
     83.802291     57.491237     50.914038     50.914038
     83.802292     57.491237     50.914038     50.914038
     83.802292     57.491238     50.914039     50.914039
     83.802293     57.491238     50.914039     50.914039
     83.802293     57.491239      50.91404      50.91404
     83.802294     57.491239      50.91404      50.91404
     83.802294      57.49124     50.914041     50.914041
     83.802295     57.491241     50.914042     50.914042
     83.802295     57.491241     50.914042     50.914042
     83.802296     57.491242     50.914043     50.914043
     83.802297     57.491242     50.914043     50.914043
     83.802297     57.491243     50.914044     50.914044
     83.802298     57.491243     50.914044     50.914044
     83.802298     57.491244     50.914045     50.914045
     83.802299     57.491244     50.914045     50.914045
     83.802299     57.491245     50.914046     50.914046
       83.8023     57.491245     50.914046     50.914046
       83.8023     57.491246     50.914047     50.914047
     83.802301     57.491247     50.914047     50.914047
     83.802301     57.491247     50.914048     50.914048
     83.802302     57.491248     50.914049     50.914049
     83.802303     57.491248     50.914049     50.914049
     83.802303     57.491249      50.91405      50.91405
     83.802304     57.491249      50.91405      50.91405
     83.802304      57.49125     50.914051     50.914051
     83.802305      57.49125     50.914051     50.914051
     83.802305     57.491251     50.914052     50.914052
     83.802306     57.491251     50.914052     50.914052
     83.802306     57.491252     50.914053     50.914053
     83.802307     57.491253     50.914053     50.914053
     83.802308     57.491253     50.914054     50.914054
     83.802308     57.491254     50.914055     50.914055
     83.802309     57.491254     50.914055     50.914055
     83.802309     57.491255     50.914056     50.914056
      83.80231     57.491255     50.914056     50.914056
      83.80231     57.491256     50.914057     50.914057
     83.802311     57.491256     50.914057     50.914057
     83.802311     57.491257     50.914058     50.914058
     83.802312     57.491257     50.914058     50.914058
     83.802312     57.491258     50.914059     50.914059
     83.802313     57.491258     50.914059     50.914059
     83.802313     57.491259      50.91406      50.91406
     83.802314     57.491259      50.91406      50.91406
     83.802315      57.49126     50.914061     50.914061
     83.802315     57.491261     50.914061     50.914061
     83.802316     57.491261     50.914062     50.914062
     83.802316     57.491262     50.914063     50.914063
     83.802317     57.491262     50.914063     50.914063
     83.802317     57.491263     50.914064     50.914064
     83.802318     57.491263     50.914064     50.914064
     83.802318     57.491264     50.914065     50.914065
     83.802319     57.491264     50.914065     50.914065
     83.802319     57.491265     50.914066     50.914066
      83.80232     57.491265     50.914066     50.914066
      83.80232     57.491266     50.914067     50.914067
     83.802321     57.491266     50.914067     50.914067
     83.802322     57.491267     50.914068     50.914068
     83.802322     57.491267     50.914068     50.914068
     83.802323     57.491268     50.914069     50.914069
     83.802323     57.491268     50.914069     50.914069
     83.802324     57.491269      50.91407      50.91407
     83.802324      57.49127      50.91407      50.91407
     83.802325      57.49127     50.914071     50.914071
     83.802325     57.491271     50.914071     50.914071
     83.802326     57.491271     50.914072     50.914072
     83.802326     57.491272     50.914073     50.914073
     83.802327     57.491272     50.914073     50.914073
     83.802327     57.491273     50.914074     50.914074
     83.802328     57.491273     50.914074     50.914074
     83.802328     57.491274     50.914075     50.914075
     83.802329     57.491274     50.914075     50.914075
     83.802329     57.491275     50.914076     50.914076
      83.80233     57.491275     50.914076     50.914076
     83.802331     57.491276     50.914077     50.914077
     83.802331     57.491276     50.914077     50.914077
     83.802332     57.491277     50.914078     50.914078
     83.802332     57.491277     50.914078     50.914078
     83.802333     57.491278     50.914079     50.914079
     83.802333     57.491278     50.914079     50.914079
     83.802334     57.491279      50.91408      50.91408
     83.802334     57.491279      50.91408      50.91408
     83.802335      57.49128     50.914081     50.914081
     83.802335      57.49128     50.914081     50.914081
     83.802336     57.491281     50.914082     50.914082
     83.802336     57.491281     50.914082     50.914082
     83.802337     57.491282     50.914083     50.914083
     83.802337     57.491283     50.914083     50.914083
     83.802338     57.491283     50.914084     50.914084
     83.802338     57.491284     50.914084     50.914084
     83.802339     57.491284     50.914085     50.914085
     83.802339     57.491285     50.914085     50.914085
      83.80234     57.491285     50.914086     50.914086
      83.80234     57.491286     50.914086     50.914086
     83.802341     57.491286     50.914087     50.914087
     83.802341     57.491287     50.914087     50.914087
     83.802342     57.491287     50.914088     50.914088
     83.802343     57.491288     50.914088     50.914088
     83.802343     57.491288     50.914089     50.914089
     83.802344     57.491289     50.914089     50.914089
     83.802344     57.491289      50.91409      50.91409
     83.802345      57.49129      50.91409      50.91409
     83.802345      57.49129     50.914091     50.914091
     83.802346     57.491291     50.914091     50.914091
     83.802346     57.491291     50.914092     50.914092
     83.802347     57.491292     50.914093     50.914093
     83.802347     57.491292     50.914093     50.914093
     83.802348     57.491293     50.914094     50.914094
     83.802348     57.491293     50.914094     50.914094
     83.802349     57.491294     50.914095     50.914095
     83.802349     57.491294     50.914095     50.914095
      83.80235     57.491295     50.914096     50.914096
      83.80235     57.491295     50.914096     50.914096
     83.802351     57.491296     50.914097     50.914097
     83.802351     57.491296     50.914097     50.914097
     83.802352     57.491297     50.914098     50.914098
     83.802352     57.491297     50.914098     50.914098
     83.802353     57.491298     50.914099     50.914099
     83.802353     57.491298     50.914099     50.914099
     83.802354     57.491299       50.9141       50.9141
     83.802354     57.491299       50.9141       50.9141
     83.802355       57.4913     50.914101     50.914101
     83.802355       57.4913     50.914101     50.914101
     83.802356     57.491301     50.914102     50.914102
     83.802356     57.491301     50.914102     50.914102
     83.802357     57.491302     50.914103     50.914103
     83.802357     57.491302     50.914103     50.914103
     83.802358     57.491303     50.914104     50.914104
     83.802358     57.491303     50.914104     50.914104
     83.802359     57.491304     50.914104     50.914104
     83.802359     57.491304     50.914105     50.914105
      83.80236     57.491305     50.914105     50.914105
      83.80236     57.491305     50.914106     50.914106
     83.802361     57.491306     50.914106     50.914106
     83.802361     57.491306     50.914107     50.914107
     83.802362     57.491307     50.914107     50.914107
     83.802362     57.491307     50.914108     50.914108
     83.802363     57.491308     50.914108     50.914108
     83.802363     57.491308     50.914109     50.914109
     83.802364     57.491309     50.914109     50.914109
     83.802364     57.491309      50.91411      50.91411
     83.802365      57.49131      50.91411      50.91411
     83.802365      57.49131     50.914111     50.914111
     83.802366     57.491311     50.914111     50.914111
     83.802366     57.491311     50.914112     50.914112
     83.802367     57.491312     50.914112     50.914112
     83.802367     57.491312     50.914113     50.914113
     83.802368     57.491313     50.914113     50.914113
     83.802368     57.491313     50.914114     50.914114
     83.802369     57.491314     50.914114     50.914114
     83.802369     57.491314     50.914115     50.914115
      83.80237     57.491315     50.914115     50.914115
      83.80237     57.491315     50.914116     50.914116
     83.802371     57.491316     50.914116     50.914116
     83.802371     57.491316     50.914117     50.914117
     83.802372     57.491316     50.914117     50.914117
     83.802372     57.491317     50.914118     50.914118
     83.802373     57.491317     50.914118     50.914118
     83.802373     57.491318     50.914119     50.914119
     83.802374     57.491318     50.914119     50.914119
     83.802374     57.491319      50.91412      50.91412
     83.802375     57.491319      50.91412      50.91412
     83.802375      57.49132     50.914121     50.914121
     83.802376      57.49132     50.914121     50.914121
     83.802376     57.491321     50.914122     50.914122
     83.802377     57.491321     50.914122     50.914122
     83.802377     57.491322     50.914123     50.914123
     83.802378     57.491322     50.914123     50.914123
     83.802378     57.491323     50.914123     50.914123
     83.802379     57.491323     50.914124     50.914124
     83.802379     57.491324     50.914124     50.914124
     83.802379     57.491324     50.914125     50.914125
      83.80238     57.491325     50.914125     50.914125
      83.80238     57.491325     50.914126     50.914126
     83.802381     57.491326     50.914126     50.914126
     83.802381     57.491326     50.914127     50.914127
     83.802382     57.491327     50.914127     50.914127
     83.802382     57.491327     50.914128     50.914128
     83.802383     57.491328     50.914128     50.914128
     83.802383     57.491328     50.914129     50.914129
     83.802384     57.491328     50.914129     50.914129
     83.802384     57.491329      50.91413      50.91413
     83.802385     57.491329      50.91413      50.91413
     83.802385      57.49133     50.914131     50.914131
     83.802386      57.49133     50.914131     50.914131
     83.802386     57.491331     50.914132     50.914132
     83.802387     57.491331     50.914132     50.914132
     83.802387     57.491332     50.914132     50.914132
     83.802388     57.491332     50.914133     50.914133
     83.802388     57.491333     50.914133     50.914133
     83.802389     57.491333     50.914134     50.914134
     83.802389     57.491334     50.914134     50.914134
      83.80239     57.491334     50.914135     50.914135
      83.80239     57.491335     50.914135     50.914135
     83.802391     57.491335     50.914136     50.914136
     83.802391     57.491336     50.914136     50.914136
     83.802391     57.491336     50.914137     50.914137
     83.802392     57.491336     50.914137     50.914137
     83.802392     57.491337     50.914138     50.914138
     83.802393     57.491337     50.914138     50.914138
     83.802393     57.491338     50.914139     50.914139
     83.802394     57.491338     50.914139     50.914139
     83.802394     57.491339     50.914139     50.914139
     83.802395     57.491339      50.91414      50.91414
     83.802395      57.49134      50.91414      50.91414
     83.802396      57.49134     50.914141     50.914141
     83.802396     57.491341     50.914141     50.914141
     83.802397     57.491341     50.914142     50.914142
     83.802397     57.491342     50.914142     50.914142
     83.802398     57.491342     50.914143     50.914143
     83.802398     57.491343     50.914143     50.914143
     83.802399     57.491343     50.914144     50.914144
     83.802399     57.491343     50.914144     50.914144
     83.802399     57.491344     50.914145     50.914145
       83.8024     57.491344     50.914145     50.914145
       83.8024     57.491345     50.914146     50.914146
     83.802401     57.491345     50.914146     50.914146
     83.802401     57.491346     50.914146     50.914146
     83.802402     57.491346     50.914147     50.914147
     83.802402     57.491347     50.914147     50.914147
     83.802403     57.491347     50.914148     50.914148
     83.802403     57.491348     50.914148     50.914148
     83.802404     57.491348     50.914149     50.914149
     83.802404     57.491349     50.914149     50.914149
     83.802405     57.491349      50.91415      50.91415
     83.802405     57.491349      50.91415      50.91415
     83.802405      57.49135     50.914151     50.914151
     83.802406      57.49135     50.914151     50.914151
     83.802406     57.491351     50.914151     50.914151
     83.802407     57.491351     50.914152     50.914152
     83.802407     57.491352     50.914152     50.914152
     83.802408     57.491352     50.914153     50.914153
     83.802408     57.491353     50.914153     50.914153
     83.802409     57.491353     50.914154     50.914154
     83.802409     57.491354     50.914154     50.914154
      83.80241     57.491354     50.914155     50.914155
      83.80241     57.491354     50.914155     50.914155
     83.802411     57.491355     50.914156     50.914156
     83.802411     57.491355     50.914156     50.914156
     83.802411     57.491356     50.914156     50.914156
     83.802412     57.491356     50.914157     50.914157
     83.802412     57.491357     50.914157     50.914157
     83.802413     57.491357     50.914158     50.914158
     83.802413     57.491358     50.914158     50.914158
     83.802414     57.491358     50.914159     50.914159
     83.802414     57.491359     50.914159     50.914159
     83.802415     57.491359      50.91416      50.91416
     83.802415     57.491359      50.91416      50.91416
     83.802416      57.49136      50.91416      50.91416
     83.802416      57.49136     50.914161     50.914161
     83.802416     57.491361     50.914161     50.914161
     83.802417     57.491361     50.914162     50.914162
     83.802417     57.491362     50.914162     50.914162
     83.802418     57.491362     50.914163     50.914163
     83.802418     57.491363     50.914163     50.914163
     83.802419     57.491363     50.914164     50.914164
     83.802419     57.491363     50.914164     50.914164
      83.80242     57.491364     50.914164     50.914164
      83.80242     57.491364     50.914165     50.914165
     83.802421     57.491365     50.914165     50.914165
     83.802421     57.491365     50.914166     50.914166
     83.802421     57.491366     50.914166     50.914166
     83.802422     57.491366     50.914167     50.914167
     83.802422     57.491367     50.914167     50.914167
     83.802423     57.491367     50.914168     50.914168
     83.802423     57.491367     50.914168     50.914168
     83.802424     57.491368     50.914168     50.914168
     83.802424     57.491368     50.914169     50.914169
     83.802425     57.491369     50.914169     50.914169
     83.802425     57.491369      50.91417      50.91417
     83.802425      57.49137      50.91417      50.91417
     83.802426      57.49137     50.914171     50.914171
     83.802426     57.491371     50.914171     50.914171
     83.802427     57.491371     50.914172     50.914172
     83.802427     57.491371     50.914172     50.914172
     83.802428     57.491372     50.914172     50.914172
     83.802428     57.491372     50.914173     50.914173
     83.802429     57.491373     50.914173     50.914173
     83.802429     57.491373     50.914174     50.914174
     83.802429     57.491374     50.914174     50.914174
      83.80243     57.491374     50.914175     50.914175
      83.80243     57.491374     50.914175     50.914175
     83.802431     57.491375     50.914175     50.914175
     83.802431     57.491375     50.914176     50.914176
     83.802432     57.491376     50.914176     50.914176
     83.802432     57.491376     50.914177     50.914177
     83.802433     57.491377     50.914177     50.914177
     83.802433     57.491377     50.914178     50.914178
     83.802433     57.491377     50.914178     50.914178
     83.802434     57.491378     50.914178     50.914178
     83.802434     57.491378     50.914179     50.914179
     83.802435     57.491379     50.914179     50.914179
     83.802435     57.491379      50.91418      50.91418
     83.802436      57.49138      50.91418      50.91418
     83.802436      57.49138     50.914181     50.914181
     83.802436     57.491381     50.914181     50.914181
     83.802437     57.491381     50.914182     50.914182
     83.802437     57.491381     50.914182     50.914182
     83.802438     57.491382     50.914182     50.914182
     83.802438     57.491382     50.914183     50.914183
     83.802439     57.491383     50.914183     50.914183
     83.802439     57.491383     50.914184     50.914184
      83.80244     57.491384     50.914184     50.914184
      83.80244     57.491384     50.914184     50.914184
      83.80244     57.491384     50.914185     50.914185
     83.802441     57.491385     50.914185     50.914185
     83.802441     57.491385     50.914186     50.914186
     83.802442     57.491386     50.914186     50.914186
     83.802442     57.491386     50.914187     50.914187
     83.802443     57.491387     50.914187     50.914187
     83.802443     57.491387     50.914187     50.914187
     83.802443     57.491387     50.914188     50.914188
     83.802444     57.491388     50.914188     50.914188
     83.802444     57.491388     50.914189     50.914189
     83.802445     57.491389     50.914189     50.914189
     83.802445     57.491389      50.91419      50.91419
     83.802446     57.491389      50.91419      50.91419
     83.802446      57.49139      50.91419      50.91419
     83.802446      57.49139     50.914191     50.914191
     83.802447     57.491391     50.914191     50.914191
     83.802447     57.491391     50.914192     50.914192
     83.802448     57.491392     50.914192     50.914192
     83.802448     57.491392     50.914193     50.914193
     83.802449     57.491392     50.914193     50.914193
     83.802449     57.491393     50.914193     50.914193
     83.802449     57.491393     50.914194     50.914194
      83.80245     57.491394     50.914194     50.914194
      83.80245     57.491394     50.914195     50.914195
     83.802451     57.491395     50.914195     50.914195
     83.802451     57.491395     50.914195     50.914195
     83.802452     57.491395     50.914196     50.914196
     83.802452     57.491396     50.914196     50.914196
     83.802452     57.491396     50.914197     50.914197
     83.802453     57.491397     50.914197     50.914197
     83.802453     57.491397     50.914198     50.914198
     83.802454     57.491397     50.914198     50.914198
     83.802454     57.491398     50.914198     50.914198
     83.802454     57.491398     50.914199     50.914199
     83.802455     57.491399     50.914199     50.914199
     83.802455     57.491399       50.9142       50.9142
     83.802456       57.4914       50.9142       50.9142
     83.802456       57.4914       50.9142       50.9142
     83.802457       57.4914     50.914201     50.914201
     83.802457     57.491401     50.914201     50.914201
     83.802457     57.491401     50.914202     50.914202
     83.802458     57.491402     50.914202     50.914202
     83.802458     57.491402     50.914203     50.914203
     83.802459     57.491402     50.914203     50.914203
     83.802459     57.491403     50.914203     50.914203
     83.802459     57.491403     50.914204     50.914204
      83.80246     57.491404     50.914204     50.914204
      83.80246     57.491404     50.914205     50.914205
     83.802461     57.491405     50.914205     50.914205
     83.802461     57.491405     50.914205     50.914205
     83.802462     57.491405     50.914206     50.914206
     83.802462     57.491406     50.914206     50.914206
     83.802462     57.491406     50.914207     50.914207
     83.802463     57.491407     50.914207     50.914207
     83.802463     57.491407     50.914207     50.914207
     83.802464     57.491407     50.914208     50.914208
     83.802464     57.491408     50.914208     50.914208
     83.802464     57.491408     50.914209     50.914209
     83.802465     57.491409     50.914209     50.914209
     83.802465     57.491409     50.914209     50.914209
     83.802466     57.491409      50.91421      50.91421
     83.802466      57.49141      50.91421      50.91421
     83.802467      57.49141     50.914211     50.914211
     83.802467     57.491411     50.914211     50.914211
     83.802467     57.491411     50.914211     50.914211
     83.802468     57.491411     50.914212     50.914212
     83.802468     57.491412     50.914212     50.914212
     83.802469     57.491412     50.914213     50.914213
     83.802469     57.491413     50.914213     50.914213
     83.802469     57.491413     50.914214     50.914214
      83.80247     57.491413     50.914214     50.914214
      83.80247     57.491414     50.914214     50.914214
     83.802471     57.491414     50.914215     50.914215
     83.802471     57.491415     50.914215     50.914215
     83.802471     57.491415     50.914216     50.914216
     83.802472     57.491415     50.914216     50.914216
     83.802472     57.491416     50.914216     50.914216
     83.802473     57.491416     50.914217     50.914217
     83.802473     57.491417     50.914217     50.914217
     83.802473     57.491417     50.914218     50.914218
     83.802474     57.491417     50.914218     50.914218
     83.802474     57.491418     50.914218     50.914218
     83.802475     57.491418     50.914219     50.914219
     83.802475     57.491419     50.914219     50.914219
     83.802475     57.491419      50.91422      50.91422
     83.802476     57.491419      50.91422      50.91422
     83.802476      57.49142      50.91422      50.91422
     83.802477      57.49142     50.914221     50.914221
     83.802477     57.491421     50.914221     50.914221
     83.802477     57.491421     50.914221     50.914221
     83.802478     57.491421     50.914222     50.914222
     83.802478     57.491422     50.914222     50.914222
     83.802479     57.491422     50.914223     50.914223
     83.802479     57.491423     50.914223     50.914223
     83.802479     57.491423     50.914223     50.914223
      83.80248     57.491423     50.914224     50.914224
      83.80248     57.491424     50.914224     50.914224
     83.802481     57.491424     50.914225     50.914225
     83.802481     57.491425     50.914225     50.914225
     83.802481     57.491425     50.914225     50.914225
     83.802482     57.491425     50.914226     50.914226
     83.802482     57.491426     50.914226     50.914226
     83.802483     57.491426     50.914227     50.914227
     83.802483     57.491427     50.914227     50.914227
     83.802483     57.491427     50.914227     50.914227
     83.802484     57.491427     50.914228     50.914228
     83.802484     57.491428     50.914228     50.914228
     83.802485     57.491428     50.914229     50.914229
     83.802485     57.491429     50.914229     50.914229
     83.802485     57.491429     50.914229     50.914229
     83.802486     57.491429      50.91423      50.91423
     83.802486      57.49143      50.91423      50.91423
     83.802487      57.49143      50.91423      50.91423
     83.802487      57.49143     50.914231     50.914231
     83.802487     57.491431     50.914231     50.914231
     83.802488     57.491431     50.914232     50.914232
     83.802488     57.491432     50.914232     50.914232
     83.802489     57.491432     50.914232     50.914232
     83.802489     57.491432     50.914233     50.914233
     83.802489     57.491433     50.914233     50.914233
      83.80249     57.491433     50.914234     50.914234
      83.80249     57.491434     50.914234     50.914234
     83.802491     57.491434     50.914234     50.914234
     83.802491     57.491434     50.914235     50.914235
     83.802491     57.491435     50.914235     50.914235
     83.802492     57.491435     50.914236     50.914236
     83.802492     57.491436     50.914236     50.914236
     83.802492     57.491436     50.914236     50.914236
     83.802493     57.491436     50.914237     50.914237
     83.802493     57.491437     50.914237     50.914237
     83.802494     57.491437     50.914237     50.914237
     83.802494     57.491437     50.914238     50.914238
     83.802494     57.491438     50.914238     50.914238
     83.802495     57.491438     50.914239     50.914239
     83.802495     57.491439     50.914239     50.914239
     83.802496     57.491439     50.914239     50.914239
     83.802496     57.491439      50.91424      50.91424
     83.802496      57.49144      50.91424      50.91424
     83.802497      57.49144      50.91424      50.91424
     83.802497      57.49144     50.914241     50.914241
     83.802498     57.491441     50.914241     50.914241
     83.802498     57.491441     50.914242     50.914242
     83.802498     57.491442     50.914242     50.914242
     83.802499     57.491442     50.914242     50.914242
     83.802499     57.491442     50.914243     50.914243
     83.802499     57.491443     50.914243     50.914243
       83.8025     57.491443     50.914243     50.914243
       83.8025     57.491444     50.914244     50.914244
     83.802501     57.491444     50.914244     50.914244
     83.802501     57.491444     50.914245     50.914245
     83.802501     57.491445     50.914245     50.914245
     83.802502     57.491445     50.914245     50.914245
     83.802502     57.491445     50.914246     50.914246
     83.802502     57.491446     50.914246     50.914246
     83.802503     57.491446     50.914247     50.914247
     83.802503     57.491447     50.914247     50.914247
     83.802504     57.491447     50.914247     50.914247
     83.802504     57.491447     50.914248     50.914248
     83.802504     57.491448     50.914248     50.914248
     83.802505     57.491448     50.914248     50.914248
     83.802505     57.491448     50.914249     50.914249
     83.802506     57.491449     50.914249     50.914249
     83.802506     57.491449     50.914249     50.914249
     83.802506      57.49145      50.91425      50.91425
     83.802507      57.49145      50.91425      50.91425
     83.802507      57.49145     50.914251     50.914251
     83.802507     57.491451     50.914251     50.914251
     83.802508     57.491451     50.914251     50.914251
     83.802508     57.491451     50.914252     50.914252
     83.802509     57.491452     50.914252     50.914252
     83.802509     57.491452     50.914252     50.914252
     83.802509     57.491452     50.914253     50.914253
      83.80251     57.491453     50.914253     50.914253
      83.80251     57.491453     50.914254     50.914254
      83.80251     57.491454     50.914254     50.914254
     83.802511     57.491454     50.914254     50.914254
     83.802511     57.491454     50.914255     50.914255
     83.802512     57.491455     50.914255     50.914255
     83.802512     57.491455     50.914255     50.914255
     83.802512     57.491455     50.914256     50.914256
     83.802513     57.491456     50.914256     50.914256
     83.802513     57.491456     50.914256     50.914256
     83.802513     57.491457     50.914257     50.914257
     83.802514     57.491457     50.914257     50.914257
     83.802514     57.491457     50.914258     50.914258
     83.802514     57.491458     50.914258     50.914258
     83.802515     57.491458     50.914258     50.914258
     83.802515     57.491458     50.914259     50.914259
     83.802516     57.491459     50.914259     50.914259
     83.802516     57.491459     50.914259     50.914259
     83.802516     57.491459      50.91426      50.91426
     83.802517      57.49146      50.91426      50.91426
     83.802517      57.49146     50.914261     50.914261
     83.802517     57.491461     50.914261     50.914261
     83.802518     57.491461     50.914261     50.914261
     83.802518     57.491461     50.914262     50.914262
     83.802519     57.491462     50.914262     50.914262
     83.802519     57.491462     50.914262     50.914262
     83.802519     57.491462     50.914263     50.914263
      83.80252     57.491463     50.914263     50.914263
      83.80252     57.491463     50.914263     50.914263
      83.80252     57.491463     50.914264     50.914264
     83.802521     57.491464     50.914264     50.914264
     83.802521     57.491464     50.914264     50.914264
     83.802521     57.491465     50.914265     50.914265
     83.802522     57.491465     50.914265     50.914265
     83.802522     57.491465     50.914266     50.914266
     83.802523     57.491466     50.914266     50.914266
     83.802523     57.491466     50.914266     50.914266
     83.802523     57.491466     50.914267     50.914267
     83.802524     57.491467     50.914267     50.914267
     83.802524     57.491467     50.914267     50.914267
     83.802524     57.491467     50.914268     50.914268
     83.802525     57.491468     50.914268     50.914268
     83.802525     57.491468     50.914268     50.914268
     83.802525     57.491468     50.914269     50.914269
     83.802526     57.491469     50.914269     50.914269
     83.802526     57.491469     50.914269     50.914269
     83.802527      57.49147      50.91427      50.91427
     83.802527      57.49147      50.91427      50.91427
     83.802527      57.49147     50.914271     50.914271
     83.802528     57.491471     50.914271     50.914271
     83.802528     57.491471     50.914271     50.914271
     83.802528     57.491471     50.914272     50.914272
     83.802529     57.491472     50.914272     50.914272
     83.802529     57.491472     50.914272     50.914272
     83.802529     57.491472     50.914273     50.914273
      83.80253     57.491473     50.914273     50.914273
      83.80253     57.491473     50.914273     50.914273
      83.80253     57.491473     50.914274     50.914274
     83.802531     57.491474     50.914274     50.914274
     83.802531     57.491474     50.914274     50.914274
     83.802532     57.491474     50.914275     50.914275
     83.802532     57.491475     50.914275     50.914275
     83.802532     57.491475     50.914275     50.914275
     83.802533     57.491476     50.914276     50.914276
     83.802533     57.491476     50.914276     50.914276
     83.802533     57.491476     50.914277     50.914277
     83.802534     57.491477     50.914277     50.914277
     83.802534     57.491477     50.914277     50.914277
     83.802534     57.491477     50.914278     50.914278
     83.802535     57.491478     50.914278     50.914278
     83.802535     57.491478     50.914278     50.914278
