        Pcore(1)        Pcore(2)
     143.08012     70.455662
     143.08043     70.455961
     143.08073     70.456259
     143.08104     70.456556
     143.08134     70.456853
     143.08164     70.457148
     143.08194     70.457443
     143.08224     70.457738
     143.08254     70.458031
     143.08284     70.458324
     143.08314     70.458616
     143.08344     70.458907
     143.08373     70.459197
     143.08403     70.459487
     143.08432     70.459776
     143.08462     70.460064
     143.08491     70.460352
      143.0852     70.460639
      143.0855     70.460925
     143.08579      70.46121
     143.08608     70.461494
     143.08637     70.461778
     143.08666     70.462061
     143.08694     70.462344
     143.08723     70.462625
     143.08752     70.462906
     143.08781     70.463187
     143.08809     70.463466
     143.08838     70.463745
     143.08866     70.464023
     143.08894       70.4643
     143.08922     70.464577
     143.08951     70.464853
     143.08979     70.465128
     143.09007     70.465403
     143.09035     70.465676
     143.09063      70.46595
      143.0909     70.466222
     143.09118     70.466494
     143.09146     70.466765
     143.09173     70.467035
     143.09201     70.467305
     143.09228     70.467574
     143.09256     70.467842
     143.09283      70.46811
      143.0931     70.468376
     143.09337     70.468643
     143.09365     70.468908
     143.09392     70.469173
     143.09419     70.469437
     143.09445     70.469701
     143.09472     70.469963
     143.09499     70.470226
     143.09526     70.470487
     143.09552     70.470748
     143.09579     70.471008
     143.09605     70.471267
     143.09632     70.471526
     143.09658     70.471784
     143.09684     70.472042
     143.09711     70.472299
     143.09737     70.472555
     143.09763      70.47281
     143.09789     70.473065
     143.09815     70.473319
     143.09841     70.473573
     143.09867     70.473826
     143.09892     70.474078
     143.09918     70.474329
     143.09944      70.47458
     143.09969     70.474831
     143.09995      70.47508
      143.1002     70.475329
     143.10045     70.475578
     143.10071     70.475826
     143.10096     70.476073
     143.10121     70.476319
     143.10146     70.476565
     143.10171      70.47681
     143.10196     70.477055
     143.10221     70.477299
     143.10246     70.477542
     143.10271     70.477785
     143.10295     70.478027
      143.1032     70.478268
     143.10345     70.478509
     143.10369     70.478749
     143.10394     70.478989
     143.10418     70.479228
     143.10442     70.479466
     143.10467     70.479704
     143.10491     70.479941
     143.10515     70.480178
     143.10539     70.480414
     143.10563     70.480649
     143.10587     70.480884
     143.10611     70.481118
     143.10635     70.481352
     143.10659     70.481584
     143.10682     70.481817
     143.10706     70.482049
      143.1073      70.48228
     143.10753      70.48251
     143.10777      70.48274
       143.108      70.48297
     143.10823     70.483198
     143.10847     70.483427
      143.1087     70.483654
     143.10893     70.483881
     143.10916     70.484108
     143.10939     70.484334
     143.10962     70.484559
     143.10985     70.484784
     143.11008     70.485008
     143.11031     70.485231
     143.11054     70.485454
     143.11076     70.485677
     143.11099     70.485899
     143.11122      70.48612
     143.11144     70.486341
     143.11167     70.486561
     143.11189      70.48678
     143.11211     70.486999
     143.11234     70.487218
     143.11256     70.487436
     143.11278     70.487653
       143.113      70.48787
     143.11322     70.488086
     143.11344     70.488302
     143.11366     70.488517
     143.11388     70.488731
      143.1141     70.488945
     143.11432     70.489159
     143.11454     70.489372
     143.11475     70.489584
     143.11497     70.489796
     143.11518     70.490007
      143.1154     70.490218
     143.11561     70.490428
     143.11583     70.490638
     143.11604     70.490847
     143.11625     70.491056
     143.11647     70.491264
     143.11668     70.491471
     143.11689     70.491678
      143.1171     70.491885
     143.11731      70.49209
     143.11752     70.492296
     143.11773     70.492501
     143.11794     70.492705
     143.11815     70.492909
     143.11835     70.493112
     143.11856     70.493315
     143.11877     70.493517
     143.11897     70.493719
     143.11918      70.49392
     143.11938     70.494121
     143.11959     70.494321
     143.11979     70.494521
     143.11999      70.49472
      143.1202     70.494919
      143.1204     70.495117
      143.1206     70.495314
      143.1208     70.495511
       143.121     70.495708
      143.1212     70.495904
      143.1214       70.4961
      143.1216     70.496295
      143.1218      70.49649
       143.122     70.496684
      143.1222     70.496877
     143.12239      70.49707
     143.12259     70.497263
     143.12279     70.497455
     143.12298     70.497647
     143.12318     70.497838
     143.12337     70.498029
     143.12357     70.498219
     143.12376     70.498408
     143.12395     70.498598
     143.12415     70.498786
     143.12434     70.498975
     143.12453     70.499162
     143.12472      70.49935
     143.12491     70.499536
      143.1251     70.499723
     143.12529     70.499908
     143.12548     70.500094
     143.12567     70.500279
     143.12586     70.500463
     143.12604     70.500647
     143.12623      70.50083
     143.12642     70.501013
     143.12661     70.501196
     143.12679     70.501378
     143.12698      70.50156
     143.12716     70.501741
     143.12735     70.501921
     143.12753     70.502101
     143.12771     70.502281
      143.1279      70.50246
     143.12808     70.502639
     143.12826     70.502818
     143.12844     70.502995
     143.12862     70.503173
      143.1288      70.50335
     143.12898     70.503526
     143.12916     70.503702
     143.12934     70.503878
     143.12952     70.504053
      143.1297     70.504228
     143.12988     70.504402
     143.13006     70.504576
     143.13023     70.504749
     143.13041     70.504922
     143.13059     70.505095
     143.13076     70.505267
     143.13094     70.505438
     143.13111     70.505609
     143.13128      70.50578
     143.13146      70.50595
     143.13163      70.50612
     143.13181      70.50629
     143.13198     70.506459
     143.13215     70.506627
     143.13232     70.506795
     143.13249     70.506963
     143.13266      70.50713
     143.13283     70.507297
       143.133     70.507463
     143.13317     70.507629
     143.13334     70.507795
     143.13351      70.50796
     143.13368     70.508125
     143.13385     70.508289
     143.13401     70.508453
     143.13418     70.508616
     143.13435     70.508779
     143.13451     70.508942
     143.13468     70.509104
     143.13484     70.509266
     143.13501     70.509427
     143.13517     70.509588
     143.13534     70.509748
      143.1355     70.509909
     143.13566     70.510068
     143.13582     70.510227
     143.13599     70.510386
     143.13615     70.510545
     143.13631     70.510703
     143.13647      70.51086
     143.13663     70.511018
     143.13679     70.511175
     143.13695     70.511331
     143.13711     70.511487
     143.13727     70.511643
     143.13743     70.511798
     143.13759     70.511953
     143.13774     70.512107
      143.1379     70.512261
     143.13806     70.512415
     143.13821     70.512568
     143.13837     70.512721
     143.13853     70.512873
     143.13868     70.513025
     143.13884     70.513177
     143.13899     70.513328
     143.13914     70.513479
      143.1393      70.51363
     143.13945      70.51378
      143.1396      70.51393
     143.13976     70.514079
     143.13991     70.514228
     143.14006     70.514377
     143.14021     70.514525
     143.14036     70.514673
     143.14051      70.51482
     143.14066     70.514967
     143.14081     70.515114
     143.14096      70.51526
     143.14111     70.515406
     143.14126     70.515552
     143.14141     70.515697
     143.14156     70.515842
      143.1417     70.515986
     143.14185      70.51613
       143.142     70.516274
     143.14214     70.516417
     143.14229      70.51656
     143.14243     70.516703
     143.14258     70.516845
     143.14272     70.516987
     143.14287     70.517129
     143.14301      70.51727
     143.14316      70.51741
      143.1433     70.517551
     143.14344     70.517691
     143.14359     70.517831
     143.14373      70.51797
     143.14387     70.518109
     143.14401     70.518248
     143.14415     70.518386
     143.14429     70.518524
     143.14443     70.518661
     143.14457     70.518799
     143.14471     70.518935
     143.14485     70.519072
     143.14499     70.519208
     143.14513     70.519344
     143.14527     70.519479
     143.14541     70.519615
     143.14554     70.519749
     143.14568     70.519884
     143.14582     70.520018
     143.14596     70.520152
     143.14609     70.520285
     143.14623     70.520418
     143.14636     70.520551
      143.1465     70.520683
     143.14663     70.520815
     143.14677     70.520947
      143.1469     70.521078
     143.14703     70.521209
     143.14717      70.52134
      143.1473      70.52147
     143.14743       70.5216
     143.14757      70.52173
      143.1477     70.521859
     143.14783     70.521988
     143.14796     70.522117
     143.14809     70.522245
     143.14822     70.522373
     143.14835     70.522501
     143.14848     70.522628
     143.14861     70.522755
     143.14874     70.522882
     143.14887     70.523008
       143.149     70.523134
     143.14913      70.52326
     143.14926     70.523385
     143.14938     70.523511
     143.14951     70.523635
     143.14964      70.52376
     143.14976     70.523884
     143.14989     70.524008
     143.15002     70.524131
     143.15014     70.524254
     143.15027     70.524377
     143.15039       70.5245
     143.15052     70.524622
     143.15064     70.524744
     143.15077     70.524865
     143.15089     70.524987
     143.15101     70.525108
     143.15114     70.525228
     143.15126     70.525349
     143.15138     70.525469
     143.15151     70.525588
     143.15163     70.525708
     143.15175     70.525827
     143.15187     70.525946
     143.15199     70.526064
     143.15211     70.526183
     143.15223       70.5263
     143.15235     70.526418
     143.15247     70.526535
     143.15259     70.526652
     143.15271     70.526769
     143.15283     70.526885
     143.15295     70.527002
     143.15307     70.527117
     143.15318     70.527233
      143.1533     70.527348
     143.15342     70.527463
     143.15354     70.527578
     143.15365     70.527692
     143.15377     70.527806
     143.15388      70.52792
       143.154     70.528033
     143.15412     70.528146
     143.15423     70.528259
     143.15435     70.528372
     143.15446     70.528484
     143.15457     70.528596
     143.15469     70.528708
      143.1548     70.528819
     143.15492      70.52893
     143.15503     70.529041
     143.15514     70.529152
     143.15525     70.529262
     143.15537     70.529372
     143.15548     70.529482
     143.15559     70.529591
      143.1557       70.5297
     143.15581     70.529809
     143.15592     70.529918
     143.15603     70.530026
     143.15614     70.530134
     143.15625     70.530242
     143.15636     70.530349
     143.15647     70.530456
     143.15658     70.530563
     143.15669      70.53067
      143.1568     70.530776
     143.15691     70.530882
     143.15702     70.530988
     143.15712     70.531094
     143.15723     70.531199
     143.15734     70.531304
     143.15745     70.531409
     143.15755     70.531513
     143.15766     70.531618
     143.15777     70.531722
     143.15787     70.531825
     143.15798     70.531929
     143.15808     70.532032
     143.15819     70.532135
     143.15829     70.532237
      143.1584      70.53234
      143.1585     70.532442
      143.1586     70.532544
     143.15871     70.532645
     143.15881     70.532746
     143.15891     70.532847
     143.15902     70.532948
     143.15912     70.533049
     143.15922     70.533149
     143.15932     70.533249
     143.15943     70.533349
     143.15953     70.533448
     143.15963     70.533548
     143.15973     70.533647
     143.15983     70.533745
     143.15993     70.533844
     143.16003     70.533942
     143.16013      70.53404
     143.16023     70.534138
     143.16033     70.534235
     143.16043     70.534332
     143.16053     70.534429
     143.16063     70.534526
     143.16073     70.534623
     143.16083     70.534719
     143.16092     70.534815
     143.16102      70.53491
     143.16112     70.535006
     143.16122     70.535101
     143.16131     70.535196
     143.16141     70.535291
     143.16151     70.535385
      143.1616      70.53548
      143.1617     70.535574
     143.16179     70.535668
     143.16189     70.535761
     143.16198     70.535854
     143.16208     70.535947
     143.16217      70.53604
     143.16227     70.536133
     143.16236     70.536225
     143.16246     70.536317
     143.16255     70.536409
     143.16264     70.536501
     143.16274     70.536592
     143.16283     70.536683
     143.16292     70.536774
     143.16302     70.536865
     143.16311     70.536955
      143.1632     70.537046
     143.16329     70.537136
     143.16338     70.537225
     143.16348     70.537315
     143.16357     70.537404
     143.16366     70.537493
     143.16375     70.537582
     143.16384     70.537671
     143.16393     70.537759
     143.16402     70.537847
     143.16411     70.537935
      143.1642     70.538023
     143.16429     70.538111
     143.16438     70.538198
     143.16447     70.538285
     143.16455     70.538372
     143.16464     70.538458
     143.16473     70.538545
     143.16482     70.538631
     143.16491     70.538717
     143.16499     70.538802
     143.16508     70.538888
     143.16517     70.538973
     143.16525     70.539058
     143.16534     70.539143
     143.16543     70.539228
     143.16551     70.539312
      143.1656     70.539396
     143.16569      70.53948
     143.16577     70.539564
     143.16586     70.539648
     143.16594     70.539731
     143.16603     70.539814
     143.16611     70.539897
      143.1662      70.53998
     143.16628     70.540062
     143.16636     70.540144
     143.16645     70.540226
     143.16653     70.540308
     143.16661      70.54039
      143.1667     70.540471
     143.16678     70.540552
     143.16686     70.540633
     143.16694     70.540714
     143.16703     70.540795
     143.16711     70.540875
     143.16719     70.540955
     143.16727     70.541035
     143.16735     70.541115
     143.16744     70.541195
     143.16752     70.541274
      143.1676     70.541353
     143.16768     70.541432
     143.16776     70.541511
     143.16784     70.541589
     143.16792     70.541668
       143.168     70.541746
     143.16808     70.541824
     143.16816     70.541901
     143.16824     70.541979
     143.16831     70.542056
     143.16839     70.542133
     143.16847      70.54221
     143.16855     70.542287
     143.16863     70.542364
     143.16871      70.54244
     143.16878     70.542516
     143.16886     70.542592
     143.16894     70.542668
     143.16902     70.542743
     143.16909     70.542819
     143.16917     70.542894
     143.16925     70.542969
     143.16932     70.543044
      143.1694     70.543118
     143.16947     70.543193
     143.16955     70.543267
     143.16963     70.543341
      143.1697     70.543415
     143.16978     70.543488
     143.16985     70.543562
     143.16993     70.543635
        143.17     70.543708
     143.17008     70.543781
     143.17015     70.543854
     143.17022     70.543926
      143.1703     70.543998
     143.17037     70.544071
     143.17044     70.544143
     143.17052     70.544214
     143.17059     70.544286
     143.17066     70.544357
     143.17074     70.544429
     143.17081       70.5445
     143.17088      70.54457
     143.17095     70.544641
     143.17103     70.544712
      143.1711     70.544782
     143.17117     70.544852
     143.17124     70.544922
     143.17131     70.544992
     143.17138     70.545061
     143.17145     70.545131
     143.17152       70.5452
     143.17159     70.545269
     143.17166     70.545338
     143.17173     70.545407
      143.1718     70.545475
     143.17187     70.545543
     143.17194     70.545612
     143.17201      70.54568
     143.17208     70.545747
     143.17215     70.545815
     143.17222     70.545883
     143.17229      70.54595
     143.17236     70.546017
     143.17243     70.546084
     143.17249     70.546151
     143.17256     70.546217
     143.17263     70.546284
      143.1727      70.54635
     143.17277     70.546416
     143.17283     70.546482
      143.1729     70.546548
     143.17297     70.546613
     143.17303     70.546679
      143.1731     70.546744
     143.17317     70.546809
     143.17323     70.546874
      143.1733     70.546939
     143.17336     70.547003
     143.17343     70.547068
      143.1735     70.547132
     143.17356     70.547196
     143.17363      70.54726
     143.17369     70.547324
     143.17376     70.547387
     143.17382     70.547451
     143.17389     70.547514
     143.17395     70.547577
     143.17401      70.54764
     143.17408     70.547703
     143.17414     70.547766
     143.17421     70.547828
     143.17427      70.54789
     143.17433     70.547952
      143.1744     70.548014
     143.17446     70.548076
     143.17452     70.548138
     143.17459     70.548199
     143.17465     70.548261
     143.17471     70.548322
     143.17477     70.548383
     143.17484     70.548444
      143.1749     70.548505
     143.17496     70.548565
     143.17502     70.548626
     143.17508     70.548686
     143.17514     70.548746
      143.1752     70.548806
     143.17527     70.548866
     143.17533     70.548925
     143.17539     70.548985
     143.17545     70.549044
     143.17551     70.549103
     143.17557     70.549162
     143.17563     70.549221
     143.17569      70.54928
     143.17575     70.549338
     143.17581     70.549397
     143.17587     70.549455
     143.17593     70.549513
     143.17599     70.549571
     143.17605     70.549629
      143.1761     70.549687
     143.17616     70.549744
     143.17622     70.549802
     143.17628     70.549859
     143.17634     70.549916
      143.1764     70.549973
     143.17645      70.55003
     143.17651     70.550086
     143.17657     70.550143
     143.17663     70.550199
     143.17668     70.550255
     143.17674     70.550311
      143.1768     70.550367
     143.17686     70.550423
     143.17691     70.550479
     143.17697     70.550534
     143.17703      70.55059
     143.17708     70.550645
     143.17714       70.5507
     143.17719     70.550755
     143.17725     70.550809
     143.17731     70.550864
     143.17736     70.550919
     143.17742     70.550973
     143.17747     70.551027
     143.17753     70.551081
     143.17758     70.551135
     143.17764     70.551189
     143.17769     70.551243
     143.17775     70.551296
      143.1778      70.55135
     143.17786     70.551403
     143.17791     70.551456
     143.17796     70.551509
     143.17802     70.551562
     143.17807     70.551614
     143.17813     70.551667
     143.17818     70.551719
     143.17823     70.551772
     143.17829     70.551824
     143.17834     70.551876
     143.17839     70.551928
     143.17844      70.55198
      143.1785     70.552031
     143.17855     70.552083
      143.1786     70.552134
     143.17865     70.552185
     143.17871     70.552236
     143.17876     70.552287
     143.17881     70.552338
     143.17886     70.552389
     143.17891      70.55244
     143.17897      70.55249
     143.17902      70.55254
     143.17907     70.552591
     143.17912     70.552641
     143.17917     70.552691
     143.17922      70.55274
     143.17927      70.55279
     143.17932      70.55284
     143.17937     70.552889
     143.17942     70.552938
     143.17947     70.552987
     143.17952     70.553036
     143.17957     70.553085
     143.17962     70.553134
     143.17967     70.553183
     143.17972     70.553231
     143.17977      70.55328
     143.17982     70.553328
     143.17987     70.553376
     143.17992     70.553424
     143.17997     70.553472
     143.18002      70.55352
     143.18007     70.553568
     143.18011     70.553615
     143.18016     70.553663
     143.18021      70.55371
     143.18026     70.553757
     143.18031     70.553804
     143.18035     70.553851
      143.1804     70.553898
     143.18045     70.553945
      143.1805     70.553991
     143.18055     70.554038
     143.18059     70.554084
     143.18064      70.55413
     143.18069     70.554176
     143.18073     70.554222
     143.18078     70.554268
     143.18083     70.554314
     143.18087      70.55436
     143.18092     70.554405
     143.18097      70.55445
     143.18101     70.554496
     143.18106     70.554541
      143.1811     70.554586
     143.18115     70.554631
      143.1812     70.554676
     143.18124      70.55472
     143.18129     70.554765
     143.18133     70.554809
     143.18138     70.554854
     143.18142     70.554898
     143.18147     70.554942
     143.18151     70.554986
     143.18156      70.55503
      143.1816     70.555074
     143.18165     70.555118
     143.18169     70.555161
     143.18174     70.555205
     143.18178     70.555248
     143.18182     70.555291
     143.18187     70.555334
     143.18191     70.555377
     143.18196      70.55542
       143.182     70.555463
     143.18204     70.555506
     143.18209     70.555548
     143.18213     70.555591
     143.18217     70.555633
     143.18222     70.555675
     143.18226     70.555717
      143.1823     70.555759
     143.18235     70.555801
     143.18239     70.555843
     143.18243     70.555885
     143.18247     70.555926
     143.18252     70.555968
     143.18256     70.556009
      143.1826     70.556051
     143.18264     70.556092
     143.18268     70.556133
     143.18273     70.556174
     143.18277     70.556215
     143.18281     70.556255
     143.18285     70.556296
     143.18289     70.556337
     143.18293     70.556377
     143.18297     70.556417
     143.18302     70.556458
     143.18306     70.556498
      143.1831     70.556538
     143.18314     70.556578
     143.18318     70.556617
     143.18322     70.556657
     143.18326     70.556697
      143.1833     70.556736
     143.18334     70.556776
     143.18338     70.556815
     143.18342     70.556854
     143.18346     70.556893
      143.1835     70.556932
     143.18354     70.556971
     143.18358      70.55701
     143.18362     70.557049
     143.18366     70.557087
      143.1837     70.557126
     143.18374     70.557164
     143.18378     70.557202
     143.18381     70.557241
     143.18385     70.557279
     143.18389     70.557317
     143.18393     70.557355
     143.18397     70.557393
     143.18401      70.55743
     143.18405     70.557468
     143.18409     70.557505
     143.18412     70.557543
     143.18416      70.55758
      143.1842     70.557617
     143.18424     70.557655
     143.18428     70.557692
     143.18431     70.557729
     143.18435     70.557765
     143.18439     70.557802
     143.18443     70.557839
     143.18446     70.557875
      143.1845     70.557912
     143.18454     70.557948
     143.18457     70.557985
     143.18461     70.558021
     143.18465     70.558057
     143.18468     70.558093
     143.18472     70.558129
     143.18476     70.558165
     143.18479       70.5582
     143.18483     70.558236
     143.18487     70.558271
      143.1849     70.558307
     143.18494     70.558342
     143.18498     70.558378
     143.18501     70.558413
     143.18505     70.558448
     143.18508     70.558483
     143.18512     70.558518
     143.18515     70.558553
     143.18519     70.558587
     143.18522     70.558622
     143.18526     70.558657
      143.1853     70.558691
     143.18533     70.558725
     143.18537      70.55876
      143.1854     70.558794
     143.18544     70.558828
     143.18547     70.558862
      143.1855     70.558896
     143.18554      70.55893
     143.18557     70.558964
     143.18561     70.558997
     143.18564     70.559031
     143.18568     70.559064
     143.18571     70.559098
     143.18574     70.559131
     143.18578     70.559164
     143.18581     70.559198
     143.18585     70.559231
     143.18588     70.559264
     143.18591     70.559297
     143.18595     70.559329
     143.18598     70.559362
     143.18601     70.559395
     143.18605     70.559427
     143.18608      70.55946
     143.18611     70.559492
     143.18615     70.559525
     143.18618     70.559557
     143.18621     70.559589
     143.18624     70.559621
     143.18628     70.559653
     143.18631     70.559685
     143.18634     70.559717
     143.18637     70.559748
     143.18641      70.55978
     143.18644     70.559812
     143.18647     70.559843
      143.1865     70.559875
     143.18654     70.559906
     143.18657     70.559937
      143.1866     70.559968
     143.18663     70.559999
     143.18666     70.560031
     143.18669     70.560061
     143.18673     70.560092
     143.18676     70.560123
     143.18679     70.560154
     143.18682     70.560184
     143.18685     70.560215
     143.18688     70.560245
     143.18691     70.560276
     143.18694     70.560306
     143.18697     70.560336
     143.18701     70.560366
     143.18704     70.560397
     143.18707     70.560427
      143.1871     70.560456
     143.18713     70.560486
     143.18716     70.560516
     143.18719     70.560546
     143.18722     70.560575
     143.18725     70.560605
     143.18728     70.560634
     143.18731     70.560664
     143.18734     70.560693
     143.18737     70.560722
      143.1874     70.560751
     143.18743     70.560781
     143.18746      70.56081
     143.18749     70.560838
     143.18752     70.560867
     143.18755     70.560896
     143.18758     70.560925
      143.1876     70.560953
     143.18763     70.560982
     143.18766     70.561011
     143.18769     70.561039
     143.18772     70.561067
     143.18775     70.561096
     143.18778     70.561124
     143.18781     70.561152
     143.18784      70.56118
     143.18786     70.561208
     143.18789     70.561236
     143.18792     70.561264
     143.18795     70.561291
     143.18798     70.561319
     143.18801     70.561347
     143.18803     70.561374
     143.18806     70.561402
     143.18809     70.561429
     143.18812     70.561457
     143.18815     70.561484
     143.18817     70.561511
      143.1882     70.561538
     143.18823     70.561565
     143.18826     70.561592
     143.18828     70.561619
     143.18831     70.561646
     143.18834     70.561673
     143.18837     70.561699
     143.18839     70.561726
     143.18842     70.561753
     143.18845     70.561779
     143.18847     70.561806
      143.1885     70.561832
     143.18853     70.561858
     143.18856     70.561885
     143.18858     70.561911
     143.18861     70.561937
     143.18864     70.561963
     143.18866     70.561989
     143.18869     70.562015
     143.18871     70.562041
     143.18874     70.562066
     143.18877     70.562092
     143.18879     70.562118
     143.18882     70.562143
     143.18885     70.562169
     143.18887     70.562194
      143.1889      70.56222
     143.18892     70.562245
     143.18895      70.56227
     143.18897     70.562295
       143.189      70.56232
     143.18903     70.562345
     143.18905      70.56237
     143.18908     70.562395
      143.1891      70.56242
     143.18913     70.562445
     143.18915      70.56247
     143.18918     70.562494
      143.1892     70.562519
     143.18923     70.562544
     143.18925     70.562568
     143.18928     70.562592
      143.1893     70.562617
     143.18933     70.562641
     143.18935     70.562665
     143.18938     70.562689
      143.1894     70.562714
     143.18943     70.562738
     143.18945     70.562762
     143.18947     70.562786
      143.1895     70.562809
     143.18952     70.562833
     143.18955     70.562857
     143.18957     70.562881
      143.1896     70.562904
     143.18962     70.562928
     143.18964     70.562951
     143.18967     70.562975
     143.18969     70.562998
     143.18972     70.563021
     143.18974     70.563045
     143.18976     70.563068
     143.18979     70.563091
     143.18981     70.563114
     143.18983     70.563137
     143.18986      70.56316
     143.18988     70.563183
      143.1899     70.563206
     143.18993     70.563228
     143.18995     70.563251
     143.18997     70.563274
        143.19     70.563296
     143.19002     70.563319
     143.19004     70.563341
     143.19007     70.563364
     143.19009     70.563386
     143.19011     70.563409
     143.19013     70.563431
     143.19016     70.563453
     143.19018     70.563475
      143.1902     70.563497
     143.19022     70.563519
     143.19025     70.563541
     143.19027     70.563563
     143.19029     70.563585
     143.19031     70.563607
     143.19034     70.563628
     143.19036      70.56365
     143.19038     70.563672
      143.1904     70.563693
     143.19042     70.563715
     143.19045     70.563736
     143.19047     70.563758
     143.19049     70.563779
     143.19051       70.5638
     143.19053     70.563822
     143.19055     70.563843
     143.19058     70.563864
      143.1906     70.563885
     143.19062     70.563906
     143.19064     70.563927
     143.19066     70.563948
     143.19068     70.563969
      143.1907      70.56399
     143.19073      70.56401
     143.19075     70.564031
     143.19077     70.564052
     143.19079     70.564072
     143.19081     70.564093
     143.19083     70.564113
     143.19085     70.564134
     143.19087     70.564154
     143.19089     70.564175
     143.19091     70.564195
     143.19093     70.564215
     143.19095     70.564235
     143.19098     70.564255
       143.191     70.564275
     143.19102     70.564295
     143.19104     70.564315
     143.19106     70.564335
     143.19108     70.564355
      143.1911     70.564375
     143.19112     70.564395
     143.19114     70.564415
     143.19116     70.564434
     143.19118     70.564454
      143.1912     70.564473
     143.19122     70.564493
     143.19124     70.564512
     143.19126     70.564532
     143.19128     70.564551
      143.1913      70.56457
     143.19132      70.56459
     143.19134     70.564609
     143.19136     70.564628
     143.19138     70.564647
     143.19139     70.564666
     143.19141     70.564685
     143.19143     70.564704
     143.19145     70.564723
     143.19147     70.564742
     143.19149     70.564761
     143.19151      70.56478
     143.19153     70.564798
     143.19155     70.564817
     143.19157     70.564836
     143.19159     70.564854
     143.19161     70.564873
     143.19162     70.564891
     143.19164      70.56491
     143.19166     70.564928
     143.19168     70.564947
      143.1917     70.564965
     143.19172     70.564983
     143.19174     70.565001
     143.19176     70.565019
     143.19177     70.565038
     143.19179     70.565056
     143.19181     70.565074
     143.19183     70.565092
     143.19185      70.56511
     143.19187     70.565127
     143.19188     70.565145
      143.1919     70.565163
     143.19192     70.565181
     143.19194     70.565198
     143.19196     70.565216
     143.19197     70.565234
     143.19199     70.565251
     143.19201     70.565269
     143.19203     70.565286
     143.19205     70.565304
     143.19206     70.565321
     143.19208     70.565338
      143.1921     70.565356
     143.19212     70.565373
     143.19213      70.56539
     143.19215     70.565407
     143.19217     70.565424
     143.19219     70.565441
      143.1922     70.565458
     143.19222     70.565475
     143.19224     70.565492
     143.19226     70.565509
     143.19227     70.565526
     143.19229     70.565543
     143.19231      70.56556
     143.19232     70.565576
     143.19234     70.565593
     143.19236      70.56561
     143.19237     70.565626
     143.19239     70.565643
     143.19241     70.565659
     143.19243     70.565676
     143.19244     70.565692
     143.19246     70.565709
     143.19248     70.565725
     143.19249     70.565741
     143.19251     70.565758
     143.19253     70.565774
     143.19254      70.56579
     143.19256     70.565806
     143.19257     70.565822
     143.19259     70.565838
     143.19261     70.565854
     143.19262      70.56587
     143.19264     70.565886
     143.19266     70.565902
     143.19267     70.565918
     143.19269     70.565934
      143.1927     70.565949
     143.19272     70.565965
     143.19274     70.565981
     143.19275     70.565996
     143.19277     70.566012
     143.19278     70.566028
      143.1928     70.566043
     143.19282     70.566059
     143.19283     70.566074
     143.19285     70.566089
     143.19286     70.566105
     143.19288      70.56612
     143.19289     70.566135
     143.19291     70.566151
     143.19293     70.566166
     143.19294     70.566181
     143.19296     70.566196
     143.19297     70.566211
     143.19299     70.566226
       143.193     70.566241
     143.19302     70.566256
     143.19303     70.566271
     143.19305     70.566286
     143.19306     70.566301
     143.19308     70.566316
     143.19309     70.566331
     143.19311     70.566345
     143.19312      70.56636
     143.19314     70.566375
     143.19315     70.566389
     143.19317     70.566404
     143.19318     70.566418
      143.1932     70.566433
     143.19321     70.566447
     143.19323     70.566462
     143.19324     70.566476
     143.19326     70.566491
     143.19327     70.566505
     143.19329     70.566519
      143.1933     70.566533
     143.19332     70.566548
     143.19333     70.566562
     143.19334     70.566576
     143.19336      70.56659
     143.19337     70.566604
     143.19339     70.566618
      143.1934     70.566632
     143.19342     70.566646
     143.19343      70.56666
     143.19344     70.566674
     143.19346     70.566688
     143.19347     70.566702
     143.19349     70.566715
      143.1935     70.566729
     143.19351     70.566743
     143.19353     70.566757
     143.19354      70.56677
     143.19356     70.566784
     143.19357     70.566797
     143.19358     70.566811
      143.1936     70.566824
     143.19361     70.566838
     143.19363     70.566851
     143.19364     70.566865
     143.19365     70.566878
     143.19367     70.566891
     143.19368     70.566905
     143.19369     70.566918
     143.19371     70.566931
     143.19372     70.566944
     143.19373     70.566958
     143.19375     70.566971
     143.19376     70.566984
     143.19377     70.566997
     143.19379      70.56701
      143.1938     70.567023
     143.19381     70.567036
     143.19383     70.567049
     143.19384     70.567062
     143.19385     70.567075
     143.19387     70.567087
     143.19388       70.5671
     143.19389     70.567113
     143.19391     70.567126
     143.19392     70.567138
     143.19393     70.567151
     143.19394     70.567164
     143.19396     70.567176
     143.19397     70.567189
     143.19398     70.567201
       143.194     70.567214
     143.19401     70.567226
     143.19402     70.567239
     143.19403     70.567251
     143.19405     70.567264
     143.19406     70.567276
     143.19407     70.567288
     143.19408       70.5673
      143.1941     70.567313
     143.19411     70.567325
     143.19412     70.567337
     143.19413     70.567349
     143.19415     70.567361
     143.19416     70.567373
     143.19417     70.567386
     143.19418     70.567398
     143.19419      70.56741
     143.19421     70.567422
     143.19422     70.567433
     143.19423     70.567445
     143.19424     70.567457
     143.19426     70.567469
     143.19427     70.567481
     143.19428     70.567493
     143.19429     70.567504
      143.1943     70.567516
     143.19432     70.567528
     143.19433     70.567539
     143.19434     70.567551
     143.19435     70.567563
     143.19436     70.567574
     143.19437     70.567586
     143.19439     70.567597
      143.1944     70.567609
     143.19441      70.56762
     143.19442     70.567632
     143.19443     70.567643
